"","idno","cntry","nwspol","netusoft","netustm","ppltrst","pplfair","psppsgva","cptppola","trstprl","trstlgl","trstsci","vote","happy","wkhtot","agepnt","gndr","region"
"2698",21241,"FI",120,5,610,9,9,3,2,5,5,8,"Yes",9,38,65,"Female","FI197"
"2699",21244,"FI",120,5,180,3,5,2,3,3,5,7,"Yes",9,40,62,"Male","FI196"
"2700",21260,"FI",15,5,599,8,8,2,2,9,9,10,"Yes",8,39,70,"Male","FI1D9"
"2701",21285,"FI",30,5,60,8,7,3,2,7,8,8,"Yes",9,30,74,"Female","FI1C1"
"2702",21337,"FI",60,5,480,7,7,3,3,5,7,9,"Yes",8,30,65,"Female","FI1B1"
"2703",21391,"FI",30,5,480,7,8,3,2,8,7,9,"Yes",7,40,55,"Female","FI197"
"2704",21443,"FI",15,5,120,8,9,2,2,7,3,7,"Yes",8,38,64,"Female","FI197"
"2705",21473,"FI",60,5,180,7,7,3,2,8,8,8,"Yes",8,40,70,"Female","FI1C1"
"2706",21503,"FI",30,5,45,10,10,5,4,9,10,10,"Yes",10,75,81,"Female","FI1D9"
"2707",21525,"FI",60,5,600,9,7,2,2,8,9,7,"Yes",9,37,59,"Male","FI1C1"
"2708",21531,"FI",15,5,300,8,7,3,2,9,8,9,"Not eligble",8,40,71,"Male","FI1D2"
"2709",21564,"FI",60,5,840,9,9,3,3,8,9,10,"Yes",10,38,57,"Male","FI1C1"
"2710",21608,"FI",10,5,480,8,6,2,3,8,8,8,"No",7,35,53,"Male","FI196"
"2711",21620,"FI",20,5,600,6,5,3,4,7,8,9,"Not eligble",7,18,48,"Female","FI1C4"
"2712",21633,"FI",90,5,180,6,6,2,3,3,7,5,"No",7,40,80,"Male","FI1B1"
"2713",21654,"FI",30,5,540,8,9,3,3,9,9,9,"Yes",9,40,80,"Male","FI1B1"
"2714",21678,"FI",30,5,600,8,8,3,2,7,9,9,"Yes",7,40,61,"Female","FI1C1"
"2715",21736,"FI",10,5,300,8,8,2,2,9,10,8,"Yes",9,40,70,"Male","FI1D9"
"2716",21752,"FI",30,5,210,8,7,2,3,8,7,7,"Not eligble",9,40,38,"Male","FI1D8"
"2717",21757,"FI",30,5,300,9,9,3,2,7,9,9,"Yes",9,20,51,"Female","FI1C1"
"2718",21799,"FI",30,5,480,7,7,2,2,7,9,8,"Yes",9,37,62,"Female","FI197"
"2719",21811,"FI",120,5,60,9,9,2,2,7,6,7,"Yes",9,80,87,"Male","FI1D8"
"2720",21853,"FI",10,5,210,7,5,2,2,9,10,10,"Yes",10,44,50,"Female","FI197"
"2721",21886,"FI",5,5,390,7,8,2,3,8,9,6,"Yes",6,0,54,"Male","FI197"
"2722",21920,"FI",30,5,60,8,9,2,2,7,6,8,"Yes",10,40,71,"Male","FI1C3"
"2723",21931,"FI",15,5,60,7,8,3,2,7,8,9,"Yes",9,38,61,"Female","FI1D3"
"2724",21938,"FI",90,5,90,9,9,2,3,6,8,7,"Yes",8,38,63,"Male","FI1C3"
"2725",21958,"FI",120,5,120,8,8,3,2,8,8,8,"Yes",10,80,74,"Female","FI197"
"2726",21978,"FI",30,5,480,7,8,3,2,9,9,10,"No",8,30,50,"Male","FI1D2"
"2727",21981,"FI",180,5,120,8,8,4,4,7,10,9,"Yes",8,25,90,"Male","FI1D9"
"2728",22026,"FI",90,5,360,0,4,2,3,0,8,8,"Yes",6,38,60,"Male","FI193"
"2729",22043,"FI",90,5,180,6,7,2,1,3,8,10,"No",8,46,90,"Female","FI1C2"
"2730",22047,"FI",10,4,30,8,4,3,2,5,7,8,"Yes",7,38,90,"Female","FI197"
"2731",22053,"FI",0,5,180,6,7,2,3,4,3,8,"Yes",8,37,52,"Female","FI1B1"
"2732",22081,"FI",30,5,480,8,8,3,2,7,7,9,"Yes",8,40,90,"Male","FI1D9"
"2733",22109,"FI",30,5,90,8,8,3,2,10,9,9,"Yes",9,34,83,"Female","FI1B1"
"2734",22123,"FI",60,5,140,8,7,3,2,8,9,9,"Yes",8,43,81,"Male","FI193"
"2735",22145,"FI",60,5,240,8,7,2,2,8,8,7,"Yes",8,40,75,"Male","FI1B1"
"2736",22187,"FI",90,5,240,8,9,2,2,9,9,9,"Yes",10,37,74,"Female","FI1B1"
"2737",22197,"FI",0,5,450,8,7,3,2,7,8,7,"Not eligble",7,20,35,"Male","FI1C2"
"2738",22228,"FI",90,5,120,8,8,3,3,7,10,9,"Yes",10,35,83,"Male","FI196"
"2739",22238,"FI",30,4,30,3,5,2,3,5,10,7,"Yes",8,6,87,"Male","FI1D9"
"2740",22292,"FI",10,5,600,7,6,2,3,7,8,9,"Yes",9,38,76,"Male","FI197"
"2741",22294,"FI",30,5,60,7,5,2,3,7,9,8,"Yes",9,45,71,"Male","FI1C1"
"2742",22300,"FI",60,5,180,8,8,1,3,6,9,7,"Not eligble",10,40,89,"Male","FI1B1"
"2743",22311,"FI",30,5,300,7,6,3,3,7,8,9,"Yes",9,20,46,"Male","FI1B1"
"2744",22316,"FI",30,5,360,6,6,2,2,6,7,8,"Not eligble",8,40,42,"Female","FI1D3"
"2745",22324,"FI",60,5,150,6,3,3,3,6,5,9,"Yes",9,7,83,"Male","FI1D7"
"2746",22335,"FI",30,5,540,8,8,3,2,8,10,8,"Yes",9,37,79,"Female","FI1B1"
"2747",22375,"FI",180,5,90,8,9,2,3,9,9,8,"Yes",9,65,90,"Male","FI197"
"2748",22404,"FI",30,5,180,10,10,2,4,8,8,9,"Yes",9,40,72,"Male","FI1C1"
"2749",22416,"FI",60,5,360,4,8,3,3,8,9,9,"Not eligble",8,20,46,"Female","FI193"
"2750",22509,"FI",30,5,150,8,9,3,2,7,9,9,"Yes",9,38,63,"Female","FI194"
"2751",22552,"FI",60,5,150,6,9,3,3,7,8,10,"Yes",9,40,71,"Female","FI1C3"
"2752",22555,"FI",30,5,120,7,6,3,3,6,10,8,"Yes",10,0,58,"Female","FI1B1"
"2753",22561,"FI",60,5,240,7,9,2,3,5,8,8,"Yes",9,40,68,"Male","FI1B1"
"2754",22571,"FI",15,5,60,8,8,2,3,7,8,8,"Yes",9,40,76,"Male","FI1C3"
"2755",22588,"FI",60,5,660,7,9,5,4,3,5,8,"Yes",8,55,59,"Male","FI1D7"
"2756",22666,"FI",45,4,30,9,9,2,2,9,9,8,"Yes",9,40,90,"Female","FI1C4"
"2757",22669,"FI",60,5,240,9,8,2,2,7,8,9,"Yes",9,45,69,"Female","FI1C1"
"2758",22673,"FI",15,5,120,8,8,1,1,9,7,9,"No",8,38,60,"Female","FI197"
"2759",22687,"FI",60,5,540,7,7,3,3,7,7,7,"Yes",7,40,56,"Male","FI197"
"2760",22693,"FI",90,5,180,9,9,2,2,7,9,9,"Yes",7,30,58,"Male","FI1B1"
"2761",22751,"FI",30,5,180,7,8,2,2,7,8,8,"No",9,45,64,"Male","FI194"
"2762",22839,"FI",30,5,90,5,5,2,3,8,7,9,"Yes",10,84,90,"Male","FI1D2"
"2763",22845,"FI",40,5,540,8,8,3,3,8,9,9,"Yes",9,40,54,"Male","FI196"
"2764",22860,"FI",120,5,180,8,5,2,3,9,10,8,"No",8,5,65,"Female","FI197"
"2765",22892,"FI",15,5,180,7,8,3,3,7,9,8,"Yes",9,40,70,"Female","FI1B1"
"2766",22901,"FI",15,5,300,7,9,2,2,7,7,9,"Yes",10,46,67,"Female","FI1B1"
"2767",22947,"FI",10,5,120,8,7,2,2,6,7,9,"Yes",8,39,74,"Female","FI194"
"2768",22949,"FI",45,5,480,7,7,3,2,6,7,8,"Yes",8,15,52,"Female","FI1B1"
"2769",22959,"FI",90,5,480,7,8,3,3,8,9,8,"Yes",8,38,89,"Male","FI1B1"
"2770",23008,"FI",60,5,0,8,7,4,4,8,9,9,"Yes",9,50,71,"Male","FI1B1"
"2771",23048,"FI",60,5,600,7,7,3,4,7,9,8,"Yes",8,40,61,"Female","FI1C1"
"2772",23050,"FI",30,5,480,3,4,2,2,3,6,7,"No",4,40,50,"Male","FI1D9"
"2773",23058,"FI",0,5,0,8,9,4,3,7,9,9,"Yes",9,40,90,"Male","FI1B1"
"2774",23065,"FI",60,5,240,7,5,4,2,7,8,7,"Not eligble",7,40,80,"Male","FI196"
"2775",23076,"FI",60,5,120,6,8,5,3,9,10,10,"Yes",9,30,60,"Male","FI193"
"2776",23090,"FI",120,5,120,8,6,1,4,10,10,8,"Yes",8,60,90,"Female","FI1C1"
"2777",23092,"FI",10,5,60,8,7,3,5,2,6,8,"Yes",8,40,72,"Female","FI1B1"
"2778",23109,"FI",60,5,660,7,8,3,3,7,8,8,"Yes",8,38,55,"Male","FI1B1"
"2779",23135,"FI",30,4,150,5,4,3,2,1,4,2,"Yes",8,30,57,"Male","FI1D9"
"2780",23147,"FI",120,5,510,8,7,3,3,7,9,9,"Yes",8,36,74,"Female","FI1C1"
"2781",23153,"FI",15,5,390,6,9,4,3,8,9,10,"Not eligble",9,12,47,"Female","FI195"
"2782",23194,"FI",10,5,240,9,9,2,1,9,9,10,"Yes",9,40,86,"Female","FI1D7"
"2783",23218,"FI",15,5,120,8,7,3,2,8,9,8,"Yes",8,38,62,"Female","FI1D9"
"2784",23276,"FI",30,5,60,7,7,3,2,8,9,9,"Yes",9,35,82,"Female","FI1C3"
"2785",23309,"FI",5,5,240,8,8,3,2,8,9,9,"Yes",9,33,70,"Female","FI1B1"
"2786",23343,"FI",60,5,120,7,7,3,2,7,9,8,"Yes",8,50,74,"Female","FI197"
"2787",23344,"FI",10,5,480,3,5,3,2,5,6,5,"Yes",3,20,70,"Female","FI1B1"
"2788",23355,"FI",90,5,240,6,6,2,3,5,5,10,"Yes",8,40,44,"Male","FI1D9"
"2789",23368,"FI",30,5,240,8,5,3,3,8,9,10,"Yes",9,0,57,"Male","FI1D7"
"2790",23400,"FI",30,5,240,8,7,3,3,9,9,9,"Yes",9,16,76,"Male","FI1B1"
"2791",23411,"FI",60,5,150,7,9,2,2,7,7,9,"Yes",9,43,89,"Female","FI1C1"
"2792",23419,"FI",60,5,90,7,7,2,2,7,7,7,"Yes",8,38,89,"Female","FI1D3"
"2793",23445,"FI",60,5,180,5,9,4,3,3,6,6,"Yes",8,40,74,"Male","FI1B1"
"2794",23479,"FI",90,5,180,7,7,3,1,7,7,8,"Yes",9,40,56,"Male","FI1B1"
"2795",23493,"FI",60,5,180,3,8,3,2,6,9,9,"Yes",7,30,65,"Male","FI197"
"2796",23516,"FI",180,5,360,8,7,2,2,8,7,7,"Yes",8,37,81,"Female","FI1C5"
"2797",23557,"FI",30,5,180,7,7,3,2,6,8,6,"Yes",8,30,63,"Female","FI196"
"2798",23640,"FI",60,5,360,6,2,4,2,10,10,8,"Not eligble",9,0,51,"Male","FI1B1"
"2799",23653,"FI",30,5,300,5,7,3,2,6,7,8,"Yes",8,38,57,"Female","FI193"
"2800",23707,"FI",60,5,360,0,3,3,2,7,7,9,"No",5,40,65,"Female","FI200"
"2801",23730,"FI",10,5,300,9,9,2,4,9,7,9,"Yes",9,65,70,"Male","FI1C1"
"2802",23734,"FI",20,5,590,9,8,3,2,5,9,10,"Yes",8,42,68,"Male","FI1B1"
"2803",23749,"FI",90,5,600,9,9,3,2,5,4,9,"Yes",8,39,89,"Female","FI1C5"
"2804",23752,"FI",30,5,540,7,6,2,1,8,9,8,"No",8,42,70,"Male","FI1B1"
"2805",23773,"FI",20,5,360,6,6,1,2,8,9,8,"Not eligble",8,20,61,"Male","FI1D1"
"2806",23775,"FI",60,5,140,9,8,2,3,7,6,8,"No",9,45,57,"Female","FI1C1"
"2807",23818,"FI",20,5,150,7,8,3,2,7,6,9,"Yes",7,38,68,"Female","FI1B1"
"2808",23829,"FI",30,5,180,8,8,3,2,7,5,7,"Yes",8,41,64,"Female","FI1B1"
"2809",23838,"FI",30,5,120,4,5,2,4,7,9,8,"Yes",8,30,64,"Female","FI1D3"
"2810",23840,"FI",5,5,180,8,6,3,2,8,7,7,"Yes",8,0,61,"Female","FI197"
"2811",23895,"FI",15,5,360,8,8,4,4,9,9,9,"Yes",8,40,75,"Female","FI1C5"
"2812",23916,"FI",90,5,600,6,6,2,2,7,5,7,"Yes",7,50,71,"Male","FI1D2"
"2813",23978,"FI",60,5,120,3,7,2,2,6,8,7,"No",9,55,70,"Male","FI196"
"2814",24034,"FI",120,5,840,4,6,2,4,6,3,6,"Yes",9,80,62,"Female","FI1B1"
"2815",24055,"FI",60,5,480,7,7,4,4,9,10,10,"Yes",8,36,73,"Male","FI1B1"
"2816",24083,"FI",120,5,120,8,7,2,2,2,5,5,"No",9,0,84,"Female","FI1B1"
"2817",24106,"FI",150,5,60,7,7,4,3,9,8,9,"Yes",10,40,90,"Female","FI1C1"
"2818",24151,"FI",30,5,240,8,8,2,2,7,8,8,"Yes",9,40,81,"Male","FI1D7"
"2819",24209,"FI",180,5,360,9,9,3,5,8,8,7,"Yes",10,25,74,"Female","FI193"
"2820",24227,"FI",15,5,120,6,6,2,2,7,5,8,"Not eligble",6,3,47,"Female","FI1D2"
"2821",24303,"FI",30,5,300,8,8,3,3,8,8,7,"Yes",9,38,61,"Female","FI1B1"
"2822",24320,"FI",70,5,240,10,9,3,3,10,10,10,"Yes",9,30,79,"Male","FI1B1"
"2823",24348,"FI",45,5,300,8,9,2,4,9,9,7,"Yes",9,38,72,"Male","FI1B1"
"2824",24412,"FI",90,5,240,7,7,3,4,7,8,8,"Yes",8,40,73,"Male","FI1B1"
"2825",24515,"FI",60,5,300,8,8,2,2,9,9,9,"Yes",9,30,75,"Male","FI1C3"
"2826",24552,"FI",5,5,60,4,7,2,2,6,7,7,"Yes",9,38,69,"Female","FI1D9"
"2827",24592,"FI",120,5,450,8,8,2,2,7,8,9,"Yes",9,45,75,"Male","FI1D9"
"2828",24607,"FI",20,5,480,10,8,4,2,10,10,9,"Yes",8,8,52,"Male","FI195"
"2829",24628,"FI",15,5,180,8,9,3,2,9,9,8,"Not eligble",8,30,41,"Female","FI1D1"
"2830",24638,"FI",60,5,600,7,7,2,2,5,8,8,"Yes",8,40,69,"Female","FI1C2"
"2831",24643,"FI",15,5,120,8,8,3,4,7,8,9,"Not eligble",8,30,51,"Female","FI1B1"
"2832",24690,"FI",90,5,60,9,8,2,1,7,8,7,"Yes",8,40,90,"Female","FI1B1"
"2833",24723,"FI",120,5,120,7,8,3,2,9,8,8,"Yes",9,45,86,"Male","FI1D9"
"2834",24737,"FI",20,5,180,8,8,3,2,6,6,6,"No",8,48,59,"Male","FI1D9"
"2835",24754,"FI",5,5,540,8,8,4,5,9,9,8,"Yes",10,30,60,"Female","FI1B1"
"2836",24757,"FI",60,5,300,2,3,2,2,2,6,7,"No",10,38,69,"Female","FI1C4"
"2837",24813,"FI",60,5,600,6,7,2,2,5,5,7,"Yes",6,0,74,"Female","FI1B1"
"2838",24825,"FI",20,5,90,8,7,2,3,5,7,9,"Yes",9,38,83,"Female","FI1D9"
"2839",24832,"FI",30,5,480,6,3,2,2,7,9,8,"No",2,25,62,"Male","FI1B1"
"2840",24838,"FI",90,5,45,5,7,1,1,0,8,8,"No",8,60,87,"Male","FI1D2"
"2841",24889,"FI",50,5,390,8,2,3,3,7,8,8,"Yes",8,55,75,"Male","FI1D9"
"2842",24901,"FI",120,5,60,8,8,3,4,7,8,9,"Yes",9,60,76,"Male","FI197"
"2843",24944,"FI",15,5,600,7,8,2,1,7,9,8,"Yes",8,40,85,"Female","FI194"
"2844",24967,"FI",75,5,60,8,6,4,2,8,7,7,"Yes",8,50,80,"Male","FI1B1"
"2845",25015,"FI",150,5,90,7,7,2,1,4,7,5,"Yes",9,38,89,"Female","FI196"
"2846",25022,"FI",60,5,570,9,8,4,2,8,9,9,"Yes",9,30,65,"Male","FI194"
"2847",25029,"FI",15,5,480,8,7,3,3,8,9,9,"Yes",9,45,69,"Male","FI1B1"
"2848",25065,"FI",60,5,120,7,7,2,1,7,8,8,"Yes",8,40,85,"Female","FI1D5"
"2849",25082,"FI",15,5,360,8,9,3,4,7,9,8,"No",10,38,74,"Female","FI1C1"
"2850",25114,"FI",10,5,60,7,5,2,3,6,7,8,"Yes",7,45,67,"Female","FI1D7"
"2851",25146,"FI",10,5,300,7,8,5,2,7,8,9,"Not eligble",8,25,54,"Female","FI1C1"
"2852",25183,"FI",30,5,180,10,7,2,2,4,8,8,"Yes",9,40,72,"Female","FI1D9"
"2853",25217,"FI",30,5,480,7,5,4,2,8,10,9,"Not eligble",9,5,56,"Male","FI200"
"2854",25229,"FI",15,5,720,9,9,3,4,9,10,9,"Yes",9,40,72,"Male","FI1B1"
"2855",25278,"FI",20,5,600,5,4,3,2,8,7,9,"Not eligble",8,30,45,"Female","FI1D9"
"2856",25302,"FI",60,5,330,8,8,3,3,8,9,9,"Yes",9,30,57,"Female","FI1C1"
"2857",25314,"FI",90,5,60,7,7,3,2,6,5,8,"Yes",7,56,72,"Female","FI1D9"
"2858",25317,"FI",60,5,240,4,6,4,4,8,9,9,"Yes",9,50,90,"Male","FI195"
"2859",25344,"FI",60,5,480,7,8,2,2,2,8,8,"Yes",7,45,63,"Male","FI197"
"2860",25414,"FI",30,5,180,5,5,2,2,5,2,3,"Yes",8,38,75,"Female","FI1B1"
"2861",25419,"FI",40,5,240,6,4,2,2,6,9,9,"Yes",9,45,89,"Male","FI1B1"
"2862",25436,"FI",30,5,120,9,9,3,2,9,7,8,"Not eligble",9,35,58,"Female","FI1B1"
"2863",25450,"FI",60,5,180,7,8,2,4,5,8,6,"No",10,0,63,"Female","FI1B1"
"2864",25493,"FI",45,5,180,9,7,3,2,8,8,9,"Yes",7,50,86,"Female","FI1B1"
"2865",25517,"FI",30,5,240,5,7,1,1,4,5,5,"Yes",9,45,81,"Male","FI1C3"
"2866",25524,"FI",80,5,90,8,8,3,3,8,9,9,"Yes",10,41,75,"Male","FI193"
"2867",25535,"FI",30,5,60,7,9,2,2,5,8,9,"Not eligble",8,43,53,"Male","FI1D9"
"2868",25537,"FI",30,5,300,7,8,2,3,6,7,8,"Yes",5,37,81,"Female","FI1B1"
"2869",25538,"FI",60,5,300,4,6,2,3,6,7,7,"Yes",8,21,54,"Female","FI1D5"
"2870",25540,"FI",30,5,720,6,8,3,3,8,9,7,"Not eligble",7,38,50,"Male","FI195"
"2871",25549,"FI",20,5,420,6,6,2,3,6,6,9,"Yes",7,35,65,"Male","FI1C1"
"2872",25555,"FI",60,5,90,7,8,2,2,7,7,8,"Yes",8,40,80,"Female","FI193"
"2873",25584,"FI",0,5,45,7,6,1,2,6,6,7,"Yes",7,30,67,"Female","FI193"
"2874",25597,"FI",30,5,360,7,8,3,4,7,9,9,"Yes",10,38,74,"Male","FI1B1"
"2875",25634,"FI",150,5,150,6,5,2,3,3,2,6,"Yes",8,37,68,"Male","FI194"
"2876",25652,"FI",60,5,120,7,7,3,2,9,9,9,"Yes",8,25,90,"Female","FI1B1"
"2877",25661,"FI",30,5,240,9,8,3,3,8,9,9,"Yes",9,38,52,"Female","FI1B1"
"2878",25681,"FI",45,5,90,9,7,4,4,8,7,8,"Yes",9,30,62,"Female","FI197"
"2879",25722,"FI",30,5,900,9,9,3,2,8,9,10,"Yes",9,40,84,"Female","FI1B1"
"2880",25789,"FI",60,5,240,6,9,1,2,7,4,9,"Yes",8,37,58,"Female","FI1B1"
"2881",25798,"FI",45,5,300,7,7,3,2,4,8,9,"No",8,20,45,"Male","FI1D8"
"2882",25845,"FI",60,5,180,7,7,3,2,4,6,6,"Not eligble",8,40,58,"Male","FI1D9"
"2883",25878,"FI",60,5,30,8,8,5,5,8,9,9,"Yes",8,40,69,"Male","FI1B1"
"2884",25905,"FI",30,5,120,7,8,3,2,6,7,7,"No",9,40,72,"Male","FI1B1"
"2885",25915,"FI",60,5,300,6,7,2,2,3,5,8,"Yes",8,36,69,"Male","FI1D2"
"2886",25927,"FI",20,5,600,7,6,3,2,6,7,8,"No",8,20,57,"Female","FI1B1"
"2887",25973,"FI",120,5,180,8,6,3,2,3,8,6,"No",4,2,64,"Male","FI1D3"
"2888",25986,"FI",60,5,360,8,7,2,2,3,2,9,"Yes",9,35,57,"Female","FI1C1"
"2889",25988,"FI",45,5,480,9,8,2,2,9,10,10,"Yes",9,45,73,"Male","FI1D9"
"2890",26061,"FI",15,5,120,8,9,2,2,7,7,10,"Yes",9,40,70,"Female","FI1D2"
"2891",26078,"FI",180,5,300,4,6,2,3,4,6,7,"Yes",7,37,70,"Male","FI1B1"
"2892",26085,"FI",15,5,180,7,7,2,1,2,4,6,"Yes",9,40,69,"Female","FI1D3"
"2893",26092,"FI",30,5,570,9,8,3,2,8,8,9,"Yes",9,32,58,"Female","FI1C4"
"2894",26114,"FI",90,5,240,6,7,1,2,9,8,7,"Not eligble",7,35,54,"Male","FI1C4"
"2895",26126,"FI",30,5,60,7,7,3,2,3,8,7,"No",8,30,78,"Female","FI1C1"
"2896",26131,"FI",60,5,180,5,6,3,2,3,7,6,"Yes",8,45,81,"Male","FI196"
"2897",26136,"FI",15,5,60,8,8,3,3,7,8,8,"Yes",9,43,65,"Female","FI1B1"
"2898",26143,"FI",90,5,540,8,8,3,4,7,5,8,"Not eligble",7,14,45,"Female","FI196"
"2899",26195,"FI",20,5,540,8,9,4,4,6,9,10,"Yes",9,46,71,"Female","FI197"
"2900",26199,"FI",120,5,720,9,8,3,3,8,9,9,"Yes",7,30,62,"Female","FI1B1"
"2901",26216,"FI",120,4,240,6,5,4,4,8,9,10,"Yes",9,0,60,"Male","FI197"
"2902",26248,"FI",10,5,600,9,8,2,2,8,8,8,"Yes",8,40,72,"Female","FI193"
"2903",26258,"FI",180,5,150,4,2,1,4,7,9,7,"Yes",9,34,81,"Male","FI194"
"2904",26263,"FI",120,5,0,8,7,3,3,6,8,9,"Yes",9,38,59,"Male","FI1B1"
"2905",26267,"FI",15,5,360,8,8,3,3,6,8,9,"Yes",7,40,65,"Male","FI193"
"2906",26304,"FI",60,5,240,8,9,2,4,5,8,8,"Yes",8,40,67,"Male","FI1B1"
"2907",26307,"FI",5,5,30,8,8,2,2,6,9,10,"Yes",9,50,72,"Male","FI1D7"
"2908",26330,"FI",20,5,180,7,8,3,2,7,9,8,"Yes",7,40,51,"Male","FI193"
"2909",26364,"FI",150,5,360,8,7,3,2,6,8,9,"Yes",7,40,59,"Female","FI1C1"
"2910",26449,"FI",60,5,360,7,7,2,4,6,7,8,"Yes",9,38,72,"Male","FI1D8"
"2911",26456,"FI",30,5,360,10,10,2,2,10,10,10,"No",10,40,50,"Male","FI194"
"2912",26469,"FI",30,5,120,7,7,2,3,3,5,5,"No",10,45,63,"Male","FI1C4"
"2913",26513,"FI",30,5,600,8,9,4,3,8,9,9,"Yes",7,38,67,"Female","FI1B1"
"2914",26516,"FI",60,5,300,7,8,3,2,7,7,8,"Yes",8,37,76,"Male","FI193"
"2915",26520,"FI",5,5,90,8,9,4,2,9,9,9,"Yes",9,35,74,"Female","FI195"
"2916",26539,"FI",90,5,240,8,8,4,3,9,9,9,"Yes",7,15,63,"Female","FI197"
"2917",26572,"FI",60,5,240,8,6,3,5,8,7,7,"No",9,50,78,"Male","FI1D9"
"2918",26597,"FI",60,5,300,7,5,2,2,8,7,7,"Yes",6,50,59,"Female","FI1D9"
"2919",26610,"FI",30,5,90,8,8,3,2,8,8,9,"No",7,50,74,"Male","FI196"
"2920",26648,"FI",10,5,120,8,8,3,4,8,8,9,"Yes",8,41,64,"Female","FI194"
"2921",26684,"FI",30,5,120,8,7,2,2,7,8,9,"Yes",9,38,65,"Female","FI1D5"
"2922",26693,"FI",90,5,60,8,7,2,3,7,9,9,"Yes",8,36,81,"Male","FI1B1"
"2923",26720,"FI",600,5,180,7,5,2,2,5,7,7,"Yes",8,50,75,"Male","FI194"
"2924",26722,"FI",20,5,240,6,6,4,3,8,7,8,"Yes",9,9,58,"Female","FI197"
"2925",26856,"FI",60,5,240,6,8,3,2,8,8,9,"No",9,32,56,"Female","FI1D7"
"2926",26868,"FI",90,5,120,5,5,2,3,5,5,5,"No",5,8,87,"Male","FI1D8"
"2927",26876,"FI",120,5,600,8,9,3,5,9,9,10,"Yes",10,30,85,"Male","FI1B1"
"2928",26895,"FI",30,5,600,6,4,3,3,8,8,8,"Yes",7,40,56,"Female","FI195"
"2929",26929,"FI",45,5,120,7,9,3,3,7,8,9,"Yes",7,40,81,"Female","FI197"
"2930",26931,"FI",60,5,300,8,6,2,3,7,7,8,"Yes",8,80,52,"Male","FI1C1"
"2931",26935,"FI",45,5,420,6,6,3,2,5,4,5,"Yes",7,36,51,"Male","FI1B1"
"2932",26976,"FI",60,5,390,7,6,3,3,7,5,6,"Yes",8,20,52,"Female","FI1C1"
"2933",27002,"FI",1,5,30,7,6,1,1,2,7,1,"Yes",8,40,90,"Male","FI1D1"
"2934",27011,"FI",0,5,480,5,4,1,4,1,4,8,"Yes",9,20,57,"Male","FI1B1"
"2935",27024,"FI",30,5,240,6,2,3,2,8,6,9,"Not eligble",8,10,58,"Female","FI194"
"2936",27031,"FI",180,5,780,7,7,2,5,7,7,8,"Yes",9,43,84,"Male","FI1B1"
"2937",27043,"FI",60,5,270,8,7,3,3,8,8,8,"Yes",8,38,45,"Male","FI1C1"
"2938",27054,"FI",5,5,480,8,8,3,4,8,7,10,"No",8,37,63,"Male","FI1D9"
"2939",27079,"FI",30,5,300,9,8,3,2,7,8,8,"Yes",8,30,65,"Female","FI1D9"
"2940",27121,"FI",30,5,720,5,3,2,4,8,8,9,"Yes",8,38,74,"Male","FI1B1"
"2941",27180,"FI",45,5,45,6,3,1,1,2,4,3,"No",9,24,89,"Male","FI1D1"
"2942",27181,"FI",45,5,540,0,4,4,2,5,8,7,"Yes",7,38,57,"Female","FI1B1"
"2943",27188,"FI",30,5,300,7,7,3,3,8,7,7,"Not eligble",7,30,60,"Male","FI197"
"2944",27229,"FI",30,5,150,7,6,3,4,7,7,8,"Yes",9,50,67,"Male","FI200"
"2945",27231,"FI",90,5,0,7,7,5,5,9,9,9,"Yes",8,25,82,"Male","FI1B1"
"2946",27303,"FI",10,5,240,6,3,3,3,7,8,8,"Yes",10,55,75,"Male","FI200"
"2947",27313,"FI",15,5,150,9,9,3,3,6,9,9,"Yes",9,168,53,"Female","FI1C3"
"2948",27347,"FI",30,5,180,5,5,3,1,6,7,8,"Yes",7,38,59,"Female","FI1B1"
"2949",27349,"FI",15,5,480,7,7,2,2,5,7,7,"Yes",8,37,75,"Female","FI1C3"
"2950",27404,"FI",120,5,360,8,8,3,3,7,7,8,"Yes",8,30,78,"Female","FI1B1"
"2951",27412,"FI",5,5,840,4,5,1,4,6,2,9,"No",8,40,71,"Male","FI197"
"2952",27472,"FI",120,5,180,6,8,2,2,7,8,6,"Yes",9,42,68,"Female","FI1C3"
"2953",27553,"FI",120,5,45,1,4,5,2,8,9,9,"Yes",8,0,83,"Male","FI1D7"
"2954",27554,"FI",15,5,210,7,6,3,3,7,8,9,"Yes",8,38,48,"Male","FI1B1"
"2955",27573,"FI",80,5,330,7,8,3,4,9,10,10,"Yes",9,11,50,"Male","FI197"
"2956",27623,"FI",10,5,120,9,9,1,1,5,10,8,"Yes",9,40,68,"Male","FI195"
"2957",27631,"FI",20,5,600,7,7,3,3,8,9,10,"Yes",7,50,78,"Female","FI1D2"
"2958",27662,"FI",60,5,30,8,8,2,2,7,9,8,"Yes",9,50,75,"Male","FI197"
"2959",27697,"FI",30,5,120,5,7,1,1,6,9,8,"No",10,38,84,"Male","FI1C3"
"2960",27708,"FI",60,5,60,8,8,2,1,3,4,8,"Yes",5,37,75,"Female","FI197"
"2961",27772,"FI",20,5,330,0,0,3,4,7,8,10,"Yes",5,20,51,"Female","FI197"
"2962",27841,"FI",10,5,120,6,7,4,4,8,10,9,"Yes",8,12,60,"Male","FI1B1"
